city_iata,city_name,country_name
QAO,Agrigento Bus Stop,Italy
QAP,Apapa,Nigeria
QAQ,L'aquila,Italy
QAS,Ech Cheliff,Algeria
QAT,Abeokuta,Nigeria
QAU,Bebedouro,Brazil
QAV,Benjamin Constant,Brazil
QAX,Aba,Nigeria
QAY,Alba Iulia,Romania
QAZ,Zakopane,Poland
QBA,Budva,Montenegro
QBB,Bel Abbes,Algeria
QBC,Bella Coola,Canada
QBD,Barra Do Pirai,Brazil
QBE,Bega,Australia
QBG,Pancevo,Serbia
QBH,Levallois-Perret,France
QBI,Bitola,North Macedonia 
QBJ,Bordj Bou Arrerid,Algeria
QBK,Betim,Brazil
QBL,Bani Walid,Libya
QBM,Bourg St Maurice,France
QBN,Barra Mansa,Brazil
QBO,Bochum,Germany
QBP,Ain Beida,Algeria
QBQ,Besancon,France
QBR,Bandar Khomeini,Iran Islamic Republic Of
QBS,Brescia,Italy
QBT,Bettioua,Algeria
QBV,Benevento,Italy
QBW,Batemans Bay,Australia
QBX,Sobral,Brazil
QBY,Bistrita/Nasaud,Romania
QBZ,Bouira,Algeria
QCA,Makkah,Saudi Arabia
QCB,Chiba,Japan
QCC,Camacari,Brazil
QCD,Campo Bom,Brazil
QCE,Copper Mountain,United States Of America
QCF,Birigui,Brazil
QCG,Cataguases,Brazil
QCH,Colantina,Brazil
QCI,Playa De Los Cristianos Off-Line Po,Spain
QCJ,Botucatu,Brazil
QCL,Caltanissetta,Italy
QCM,Como,Italy
QCN,Canela,Brazil
QCO,Colon,Cuba
QCP,Currais Novos,Brazil
QCQ,Caraguatatuba,Brazil
QCR,Curitibanos,Brazil
QCS,Cosenza,Italy
QCT,Bacita,Nigeria
QCU,Akunnaaq,Greenland
QCV,Guarulhos,Brazil
QCW,Wilton,United States Of America
QCX,Sao Caetano Do Sul,Brazil
QCY,Coningsby,United Kingdom
QCZ,Catanzaro,Italy
QDA,Gare De Douai,France
QDB,Cachoeira Do Sul,Brazil
QDC,Dracena,Brazil
QDD,Botosani,Romania
QDE,Catanduva,Brazil
QDF,Conselheiro Lafaiete,Brazil
QDG,Ostrow Wielkopolski,Poland
QDH,Ashford International,United Kingdom
QDI,Hohenems/Dornbirn,Austria
QDJ,Djelfa,Algeria
QDM,Shek Mun,China
QDN,Eden,Australia
QDO,Icoaraci,Brazil
QDP,Dom Pedrito,Brazil
QDQ,Duque De Caxias,Brazil
QDR,Daraa,Syrian Arab Republic
QDS,Itajuba,Brazil
QDT,Sedrata,Algeria
QDV,Jundiai,Brazil
QDW,Diadema,Brazil
QDX,Damietta,Egypt
QDY,Andong,Korea Republic Of
QDZ,Saida,Algeria
QEA,Teramo,Italy
QEB,Maebashi,Japan
QEC,El Merj,Libya
QED,Medea,Algeria
QEE,Ebeye,Marshall Islands
QEF,Egelsbach,Germany
QEH,El Hadjar,Algeria
QEI,Crailsheim,Germany
QEJ,Elgarhbolli,Libya
QEK,El Mahalla El Kubra,Egypt
QEL,Wellington,Australia
QEM,El-Manzala,Egypt
QEO,Bielsko-Biala,Poland
QEP,Tarnobrzeg,Poland
QEQ,Embrach/Rorbas,Switzerland
QER,Shihr,Yemen
QET,Deadeok,Korea Republic Of
QEV,Courbevoie,France
QEW,Leicester,United Kingdom
QEX,Emmerich,Germany
QEY,Qeqertarsuatsiaat,Greenland
QEZ,Pomezia,Italy
QFA,Aalsmeer,Netherlands
QFB,Freiburg,Germany
QFC,Creteil,France
QFD,Boufarik,Algeria
QFE,Ft.Benning,United States Of America
QFG,Eqalugaarsuit Heliport,Greenland
QFH,Frederikshavn,Denmark
QFI,Iginniarfik,Greenland
QFK,Selje Harbour,Norway
QFL,Freilassing,Germany
QFM,Meet Ghamr,Egypt
QFN,Narsaq Kujalleq Heliport,Greenland
QFO,Duxford,United Kingdom
QFP,Ficticious Point/L,Germany
QFQ,Maloy Harbour,Norway
QFR,Frosinone,Italy
QFS,Sao Francisco Do Sul,Brazil
QFT,Qassiarsuk Heliport,Greenland
QFU,Corralejo,Spain
QFW,Fort Washington,United States Of America
QFX,Igaliku Heliport,Greenland
QFY,Fukuyama,Japan
QGA,Guaira,Brazil
QGB,Limeira,Brazil
QGC,Lencois Paulista,Brazil
QGD,Monte Alegre,Brazil
QGE,Guelma,Algeria
QGF,Montenegro,Brazil
QGG,Agedabia,Libya
QGH,Gherian,Libya
QGI,Ilha Do Governador,Brazil
QGJ,Nova Friburgo,Brazil
QGK,Palmares,Brazil
QGL,St Gallen,Switzerland
QGM,Chelghoum El Aaid,Algeria
QGN,Tarragona/Camp,Spain
QGO,Gorizia,Italy
QGP,Garanhuns,Brazil
QGQ,Attu,Greenland
QGR,Kangerluk,Greenland
QGS,Alagoinhas,Brazil
QGT,Moriguchi,Japan
QGU,Gifu,Japan
QGX,Girga,Egypt
QGY,Gyor,Hungary
QGZ,Yokkaichi,Japan
QHA,Hasselt,Belgium
QHB,Piracicaba,Brazil
QHC,Rolandia,Brazil
QHE,Sao Bento Do Sul,Brazil
QHF,Sao Sebastiao Do Cai,Brazil
QHG,Sete Lagoas,Brazil
QHH,El Arrouch,Algeria
QHI,Chonburi,Thailand
QHJ,Hjorring,Denmark
QHK,Shahrkord,Iran Islamic Republic Of
QHL,Castanhal,Brazil
QHM,Hama,Syrian Arab Republic
QHN,Taguatinga,Brazil
QHO,Oak Brook,United States Of America
QHP,Taubate,Brazil
QHQ,Cham,Germany
QHS,Homs,Syrian Arab Republic
QHT,Teresopolis,Brazil
QHU,Husum,Germany
QHV,Novo Hamburgo,Brazil
QHX,Qionghai,China
QHY,Hachioji,Japan
QHZ,Hoofddorp,Netherlands
QIA,Itauna,Brazil
QIB,Ibiruba,Brazil
QIC,Siracusa,Italy
QID,Tres Coracoes,Brazil
QIE,Istres,France
QIF,Isleworth,United Kingdom
QIG,Iguatu,Brazil
QIH,Tres Rios,Brazil
QII,Lindau,Germany
QIJ,Gijon,Spain
QIK,Ikoyi,Nigeria
QIL,Sig,Algeria
QIM,Ain M'lila,Algeria
QIN,Mersin,Turkey
QIO,Ain Temouchent,Algeria
QIP,Simbach,Germany
QIQ,Rio Claro,Brazil
QIR,Irbid,Jordan
QIS,Mito,Japan
QIT,Itapetinga,Brazil
QIU,Ciudadela,Spain
QIV,Ismailia,Egypt
QIW,Umm Al Quwain,United Arab Emirates
QIX,Quixada,Brazil
QIY,Bedarra Island,Australia
QIZ,Bizerte,Tunisia
QJA,Jaragua Do Sul,Brazil
QJB,Jubail,Saudi Arabia
QJC,Thimphu,Bhutan
QJD,Jindabyne,Australia
QJE,Kitsissuarsuit,Greenland
QJF,Atammik,Greenland
QJG,Itilleq,Greenland
QJH,Qassumiut Heliport,Greenland
QJI,Ikamiut,Greenland
QJK,Ajaokuta,Nigeria
QJL,Kjollefjord,Norway
QJM,Brusque,Brazil
QJN,Jounie,Lebanon
QJO,Campos Do Jordao,Brazil
QJP,Bucheon,Korea Republic Of
QJQ,Jall Ed Dib,Lebanon
QJR,La Junquera,Spain
QJS,Saeby,Denmark
QJT,Napasoq,Greenland
QJU,Jalandhar,India
QJV,Skagen,Denmark
QJW,Kjellerup,Denmark
QJX,Nong Khai,Thailand
QJY,Kolobrzeg,Poland
QKA,Cachoeirinha,Brazil
QKB,Breckenridge,United States Of America
QKE,Kabwe,Zambia
QKF,Krefeld,Germany
QKG,Chalkida,Greece
QKH,Kharian,Pakistan
QKI,Kielce,Poland
QKJ,Khenchela,Algeria
QKK,Karasjok Off-Line,Norway
QKM,Gumi,Korea Republic Of
QKN,Kairouan,Tunisia
QKO,Khoms,Libya
QKR,Kourou,French Guiana
QKS,Keystone,United States Of America
QKT,Kangaamiut,Greenland
QKV,Sakai,Japan
QKW,Kanazawa,Japan
QKX,Kautokeino,Norway
QKY,Wakayama,Japan
QKZ,Konstanz,Germany
QLA,Lasham,United Kingdom
QLB,Lajeado,Brazil
QLC,Gliwice,Poland
QLD,Blida,Algeria
QLE,Leeton,Australia
QLF,Lahti,Finland
QLG,Landshut,Germany
QLH,Kelsterbach,Germany
QLI,Limassol,Cyprus
QLJ,Lucerne,Switzerland
QLK,El Kala,Algeria
QLL,Sao Leopoldo,Brazil
QLM,La Munoza,Spain
QLN,Sulmona,Italy
QLP,La Spezia,Italy
QLR,Leiria,Portugal
QLS,Lausanne,Switzerland
QLT,Latina,Italy
QLU,Lublin,Poland
QLW,Lavras,Brazil
QLX,Lauterach,Austria
QLY,Playa Blanca,Spain
QLZ,Ikast,Denmark
QMA,Matanzas,Cuba
QMB,Panambi,Brazil
QMC,Mairipora,Brazil
QMD,Madaba,Jordan
QME,Messina Bus Stop,Italy
QMF,Mafra,Brazil
QMG,Maghnia,Algeria
QMH,Oum El Bouaghi,Algeria
QMI,Mogi Das Cruzes,Brazil
QMJ,Masjed Soleiman,Iran Islamic Republic Of
QMK,Niaqornaarsuk,Greenland
QML,Mirpur,Pakistan
QMM,Marina Di Massa,Italy
QMN,Mbabane,Eswatini
QMO,Mons,Belgium
QMQ,Murzuq,Libya
QMR,Marsala,Italy
QMS,Masan,Korea Republic Of
QMT,Mostaganem,Algeria
QMU,Moutiers,France
QMV,Montvale,United States Of America
QMW,Mohammadia,Algeria
QMZ,Mainz,Germany
QNB,Anand,India
QNC,Neuchatel,Switzerland
QND,Novi Sad,Serbia
QNE,Rio Negrinho,Brazil
QNF,Faridabad,India
QNG,Nagano,Japan
QNH,Canoinhas,Brazil
QNI,Onitsha,Nigeria
QNJ,Annemasse,France
QNK,Nsukka,Nigeria
QNL,Neuilly-Sur-Seine,France
QNM,Namur,Belgium
QNN,Marina,Nigeria
QNO,Ascoli Piceno,Italy
QNP,Ayia Napa,Cyprus
QNQ,Nijmegen,Netherlands
QNR,Santa Cruz Do Rio Pardo,Brazil
QNS,Canoas,Brazil
QNT,Niteroi,Brazil
QNU,Nuoro Bus Stop,Italy
QNV,Nova Iguacu,Brazil
QNW,Nawashahr,India
QNX,Macon,France
QNZ,Nara,Japan
QOA,Mococa,Brazil
QOB,Ansbach,Germany
QOC,Osasco,Brazil
QOD,Osvaldo Cruz,Brazil
QOG,Homburg,Germany
QOJ,Sao Borja,Brazil
QOK,Oksfjord,Norway
QOL,Collo,Algeria
QOM,Omiya,Japan
QON,Arlon,Belgium
QOO,Otsu,Japan
QOP,Codroipo,Italy
QOQ,Saarloq Heliport,Greenland
QOR,Ordu,Turkey
QOS,Oristano,Italy
QOT,Otaru,Japan
QOU,Oued Rhiou,Algeria
QOV,Comuna Providencia,Chile
QOW,Owerri,Nigeria
QOX,Memmingen,Germany
QOY,Lomza,Poland
QOZ,Oued Zenati,Algeria
QPA,Padova Central,Italy
QPB,Campobasso,Italy
QPC,Plock,Poland
QPD,Palau Bus Stop,Italy
QPE,Petropolis,Brazil
QPF,Pompeia,Brazil
QPH,Palapye,Botswana
QPI,Palmira,Colombia
QPK,Strausberg,Germany
QPL,Ploiesti,Romania
QPM,Opole,Poland
QPN,Piatra Neamt,Romania
QPO,Potenza,Italy
QPQ,Pinamar,Argentina
QPR,Prato,Italy
QPS,Pirassununga,Brazil
QPT,Rhenen Ouwehands Dierenpark Bus St.,Netherlands
QPU,Porto Uniao,Brazil
QPV,Perisher Valley,Australia
QPW,Kangaatsiaq,Greenland
QPZ,Piacenza,Italy
QQD,Dover Priory,United Kingdom
QQH,Harwich Town,United Kingdom
QQR,Ramsgate,United Kingdom
QQX,Bath Spa,United Kingdom
QQY,York,United Kingdom
QRB,Ravensburg,Germany
QRC,Rancagua,Chile
QRD,Andradas,Brazil
QRG,Ragusa Bus Stop,Italy
QRI,Rize,Turkey
QRJ,Cariacica,Brazil
QRK,Arcos,Brazil
QRL,Marbella,Spain
QRM,Narromine,Australia
QRN,Muroran,Japan
QRO,Queretaro,Mexico
QRP,Gramado,Brazil
QRQ,Marmaris,Turkey
QRR,Warren,Australia
QRS,Resita,Romania
QRT,Rieti,Italy
QRU,Rio Do Sul,Brazil
QRV,Arras,France
QRW,Warri,Nigeria
QRX,Narooma,Australia
QRY,Ikerasaarsuk,Greenland
QSA,Sabadell,Spain
QSB,Sao Bernardo Do Campo,Brazil
QSC,Sao Carlos,Brazil
QSD,Sao Gaoncalo,Brazil
QSE,Santo Andre,Brazil
QSF,Setif,Algeria
QSH,Seeheim,Germany
QSI,Moshi,Tanzania United Republic Of
QSK,Souk Ahras,Algeria
QSL,Suru-Lere,Nigeria
QSM,Uetersen,Germany
QSN,San Nicolas De Bari,Cuba
QSO,Sousse,Tunisia
QSQ,Sidon,Lebanon
QSR,Salerno,Italy
QSS,Sassari Bus Stop,Italy
QST,Izmit,Turkey
QSU,Mansoura,Egypt
QSV,Sovata,Romania
QSW,As Suwayda,Syrian Arab Republic
QSX,New Amsterdam,Guyana
QSY,Ruedesheim,Germany
QSZ,Shache,China
QTC,Caserta,Italy
QTD,Timbauba,Brazil
QTE,Sao Goncalo Do Amarante,Brazil
QTF,Qatif,Saudi Arabia
QTG,Tupi Paulista,Brazil
QTH,Thredbo,Australia
QTI,Termini Imerese,Italy
QTJ,Chartres,France
QTK,Rottenburg,Germany
QTL,Caratinga,Brazil
QTM,Tomakomai,Japan
QTN,San Antonio,Chile
QTO,Skitube,Australia
QTP,Tana,Norway
QTR,Tartus,Syrian Arab Republic
QTS,Englewood,United States Of America
QTU,Itu,Brazil
QTW,Daejeon,Korea Republic Of
QTX,Arbatax,Italy
QTY,Tsu,Japan
QTZ,Coatzacoalcos,Mexico
QUA,Puttgarden,Germany
QUB,Ubari,Libya
QUC,Puerto La Cruz,Venezuela
QUD,Damanhun,Egypt
QUE,Qullissat,Greenland
QUG,Chichester,United Kingdom
QUH,Shibin El Kom,Egypt
QUI,Chuquicamata,Chile
QUJ,Uijeongbu,Korea Republic Of
QUL,Ulm,Germany
QUM,Qom,Iran Islamic Republic Of
QUN,Chuncheon,Korea Republic Of
QUO,Uyo,Nigeria
QUP,Saqqaq,Greenland
QUQ,Caceres,Spain
QUR,Muriae,Brazil
QUS,Gusau,Nigeria
QUT,Utsunomiya,Japan
QUU,Tongyeong,Korea Republic Of
QUV,Aappilattoq Nanortalik Heliport,Greenland
QUW,Ammassivik Heliport,Greenland
QUX,Caudebec En Caux,France
QUY,Wyton,United Kingdom
QUZ,Puerto De La Luz,Spain
QVA,Varese,Italy
QVB,Uniao Da Vitoria,Brazil
QVC,Vicosa,Brazil
QVD,Salo,Finland
QVE,Forssa,Finland
QVF,Karkkila,Finland
QVG,Vilgenis,France
QVH,Vila Velha,Brazil
QVI,Valbonne,France
QVJ,Vrajdebna,Bulgaria
QVK,Valkeakoski,Finland
QVL,Villach,Austria
QVM,Hameenlinna,Finland
QVN,Avellino Bus Stop,Italy
QVO,Havoysund,Norway
QVP,Avare,Brazil
QVQ,Verden,Germany
QVR,Volta Redonda,Brazil
QVS,Tervakoski,Finland
QVT,Riihimaki,Finland
QVU,Vaduz,Liechtenstein
QVV,Heinola,Finland
QVW,Kotka,Finland
QVX,Veenendaal-De Klomp,Netherlands
QVY,Kouvola,Finland
QVZ,Hamina,Finland
QWD,Mittenwald,Germany
QWJ,Americana,Brazil
QWK,Wloclawek,Poland
QWL,Crackenback Village,Australia
QWN,Astorga,Brazil
QWO,Holstebro,Denmark
QWP,Winter Park,United States Of America
QWQ,Struer,Denmark
QWR,Donauwoerth,Germany
QWT,Talavera De La Reina,Spain
QWU,Wuerzburg,Germany
QWV,Valjevo,Serbia
QWW,Navalmoral De La Mata Off-Line Poin,Spain
QWX,Merida,Spain
QWZ,Best,Netherlands
QXB,Aix-En-Provence Tgv,France
QXC,Caxias,Brazil
QXE,Sora,Italy
QXF,Vestbjerg Z1,Denmark
QXI,Loviisa,Finland
QXJ,Porvoo,Finland
QXK,St-Genis,France
QXP,Struga,North Macedonia 
QXV,Svendborg,Denmark
QXW,Alfenas,Brazil
QXZ,Woergl,Austria
QYA,Anyang,Korea Republic Of
QYC,Drachten,Netherlands
QYD,Gdynia,Poland
QYE,Enschede,Netherlands
QYG,German Rail Zone G,Germany
QYH,Hengelo,Netherlands
QYI,Hilversum,Netherlands
QYJ,German Rail Zone J,Germany
QYK,Goyang,Korea Republic Of
QYL,Almelo,Netherlands
QYM,Amersfoort,Netherlands
QYN,Byron Bay,Australia
QYO,Olsztyn Glowny,Poland
QYP,Apeldoorn,Netherlands
QYQ,Sulsted,Denmark
QYR,Troyes,France
QYT,Paterswolde,Netherlands
QYV,Deventer,Netherlands
QYX,Uppsala C,Sweden
QYY,Bialystok,Poland
QYZ,Heerenveen,Netherlands
QZA,Zarqa,Jordan
QZB,Zermatt,Switzerland
QZC,Smiggin Holes,Australia
QZD,Szeged,Hungary
QZE,Mont-Louis,France
QZF,Font Romeu,France
QZG,La Llagonne,France
QZH,Les Angles,France
QZI,Tizi Ouzou,Algeria
QZJ,Loimaa,Finland
QZK,Mantsala,Finland
QZL,Zliten,Libya
QZM,Bullocks Flat,Australia
QZN,Relizane,Algeria
QZO,Arezzo,Italy
QZQ,Zahle,Lebanon
QZR,Aprilia,Italy
QZS,Soroya,Norway
QZT,Zawia,Libya
QZU,Rauma,Finland
QZV,Roissy-En-France,France
QZZ,Zagazig,Egypt
RAA,Rakanda,Papua New Guinea
RAB,Rabaul,Papua New Guinea
RAC,Racine,United States Of America
RAE,Arar,Saudi Arabia
RAF,Rafaela,Argentina
RAG,Raglan,New Zealand
RAH,Rafha,Saudi Arabia
RAI,Praia,Cape Verde
RAJ,Rajkot,India
RAK,Marrakech,Morocco
RAL,Riverside,United States Of America
RAM,Ramingining,Australia
RAN,Ravenna,Italy
RAO,Ribeirao Preto,Brazil
RAP,Rapid City,United States Of America
RAQ,Muna,Indonesia
RAR,Rarotonga Island,Cook Islands
RAS,Rasht,Iran Islamic Republic Of
RAT,Raduzhny,Russian Federation
RAU,Rangpur,Bangladesh
RAV,Cravo Norte,Colombia
RAW,Arawa,Papua New Guinea
RAX,Oram,Papua New Guinea
RAY,Rothesay,United Kingdom
RAZ,Rawala Kot,Pakistan
RBA,Rabat,Morocco
RBB,Borba,Brazil
RBC,Robinvale,Australia
RBE,Ratanankiri,Cambodia
RBF,Big Bear City,United States Of America
RBG,Roseburg,United States Of America
RBH,Brooks Lodge,United States Of America
RBI,Rabi Island,Fiji
RBJ,Rebun,Japan
RBK,Murrieta/Temecula,United States Of America
RBL,Red Bluff,United States Of America
RBM,Straubing,Germany
RBN,Fort Jefferson,United States Of America
RBO,Robore,Bolivia
RBP,Rabaraba,Papua New Guinea
RBQ,Rurrenabaque,Bolivia
RBR,Rio Branco,Brazil
RBS,Orbost,Australia
RBT,Marsabit,Kenya
RBU,Roebourne,Australia
RBV,Ramata Island,Solomon Islands
RBW,Walterboro,United States Of America
RBX,Rumbek,South Sudan
RBY,Ruby,United States Of America
RCB,Richards Bay,South Africa
RCC,Reggio Di Calabria Central Rail Sta,Italy
RCE,Roche Harbor,United States Of America
RCH,Riohacha,Colombia
RCK,Rockdale,United States Of America
RCL,Redcliffe,Vanuatu
RCM,Richmond,Australia
RCN,American River,Australia
RCO,Rochefort,France
RCP,Cinder River,United States Of America
RCQ,Reconquista,Argentina
RCR,Rochester,United States Of America
RCS,Rochester,United Kingdom
RCT,Reed City,United States Of America
RCU,Rio Cuarto,Argentina
RCY,Rum Cay,Bahamas
RDA,Rockhampton Downs,Australia
RDB,Red Dog,United States Of America
RDC,Redencao,Brazil
RDD,Redding,United States Of America
RDE,Merdey,Indonesia
RDG,Reading,United States Of America
RDL,New Ismailia,Egypt
RDM,Redmond/Bend,United States Of America
RDN,Redang Island,Malaysia
RDO,Radom,Poland
RDP,Durgapur,India
RDR,Grand Forks,United States Of America
RDS,Rincon De Los Sauces,Argentina
RDT,Richard-Toll,Senegal
RDU,Raleigh/Durham,United States Of America
RDV,Red Devil,United States Of America
RDZ,Rodez,France
REA,Reao,French Polynesia
REB,Rechlin,Germany
REC,Recife,Brazil
RED,Reedsville/Lewistown,United States Of America
REG,Reggio Di Calabria,Italy
REH,Rehoboth Beach,United States Of America
REI,Regina,French Guiana
REK,Reykjavik,Iceland
REL,Trelew,Argentina
REN,Orenburg,Russian Federation
REO,Rome,United States Of America
REP,Siem Reap,Cambodia
REQ,Reko Diq,Pakistan
RER,Retalhuleu,Guatemala
RES,Resistencia,Argentina
RET,Rost,Norway
REU,Reus,Spain
REW,Rewa,India
REX,Reynosa,Mexico
REY,Reyes,Bolivia
REZ,Resende,Brazil
RFA,Rafai,Central African Republic
RFG,Refugio,United States Of America
RFK,Rolling Fork,United States Of America
RFN,Raufarhofn,Iceland
RFP,Raiatea Island,French Polynesia
RFR,Rio Frio,Costa Rica
RFS,Rosita,Nicaragua
RGA,Rio Grande,Argentina
RGE,Porgera,Papua New Guinea
RGH,Balurghat,India
RGI,Rangiroa Island,French Polynesia
RGK,Gorno-Altaysk,Russian Federation
RGL,Rio Gallegos,Argentina
RGN,Yangon,Myanmar
RGO,Chongjin,Korea Democratic People's Republic Of
RGR,Ranger,United States Of America
RGS,Burgos,Spain
RGT,Rengat,Indonesia
RHA,Reykholar,Iceland
RHD,Termas De Rio Hondo,Argentina
RHE,Reims,France
RHG,Ruhengeri,Rwanda
RHI,Rhinelander,United States Of America
RHL,Roy Hill,Australia
RHN,Rosh Pinah,
RHO,Rhodes,Greece
RHP,Ramechhap,Nepal
RHT,Alxa Right Banner,China
RIA,Santa Maria,Brazil
RIB,Riberalta,Bolivia
RIC,Richmond,United States Of America
RID,Richmond,United States Of America
RIE,Rice Lake,United States Of America
RIF,Richfield,United States Of America
RIG,Rio Grande,Brazil
RIH,Rio Hato,Panama
RIJ,Rioja,Peru
RIK,Carrillo,Costa Rica
RIL,Rifle,United States Of America
RIM,Rodriguez De Mendoza,Peru
RIN,Ringgi Cove,Solomon Islands
RIO,Rio De Janeiro,Brazil
RIS,Rishiri,Japan
RIT,Rio Tigre,Panama
RIW,Riverton,United States Of America
RIX,Riga,Latvia
RIY,Mukalla,Yemen
RIZ,Rizhao,China
RJA,Rajahmundry,India
RJB,Rajbiraj,Nepal
RJH,Rajshahi,Bangladesh
RJI,Rajauri,India
RJK,Rijeka,Croatia
RJL,Logrono,Spain
RJM,Waisai,Indonesia
RJN,Rafsanjan,Iran Islamic Republic Of
RKA,Aratika,French Polynesia
RKC,Yreka,United States Of America
RKD,Rockland,United States Of America
RKH,Rock Hill,United States Of America
RKI,Rokot,Indonesia
RKO,Sipora,Indonesia
RKP,Rockport,United States Of America
RKR,Poteau,United States Of America
RKS,Rock Springs,United States Of America
RKT,Ras Al Khaimah,United Arab Emirates
RKU,Yule Island,Papua New Guinea
RKW,Rockwood,United States Of America
RKY,Rokeby,Australia
RKZ,Xigaze/Rikaze,China
RLA,Rolla,United States Of America
RLD,Richland,United States Of America
RLG,Rostock,Germany
RLK,Bayannur,China
RLO,Merlo,Argentina
RLP,Rosella Plains,Australia
RLR,Ranohira,Madagascar
RLT,Arlit,Niger
RLU,Bornite,United States Of America
RMA,Roma,Australia
RMB,Buraimi,Oman
RMC,Rockford Machesney,United States Of America
RMD,Ramagundam,India
RME,Rome,United States Of America
RMF,Marsa Alam,Egypt
RMG,Rome,United States Of America
RMI,Rimini,Italy
RMK,Renmark,Australia
RMN,Rumginae,Papua New Guinea
RMP,Rampart,United States Of America
RMQ,Taichung,Chinese Taipei
RMS,Ramstein,Germany
RMT,Rimatara,French Polynesia
RMU,Corvera,Spain
RMY,Mariposa,United States Of America
RNA,Arona,Solomon Islands
RNB,Ronneby/Karlskrona,Sweden
RNC,Mcminnville,United States Of America
RNE,Roanne,France
RNG,Rangely,United States Of America
RNH,New Richmond,United States Of America
RNI,Corn Island,Nicaragua
RNJ,Yoron,Japan
RNL,Rennell Island,Solomon Islands
RNM,Qarn Alam,Oman
RNN,Bornholm,Denmark
RNO,Reno,United States Of America
RNP,Rongelap Island,Marshall Islands
RNR,Robinson River,Papua New Guinea
RNS,Rennes,France
RNT,Renton,United States Of America
RNU,Ranau,Malaysia
RNW,Ringwood,United Kingdom
RNX,Shaoxing,China
RNZ,Rensselaer,United States Of America
ROA,Roanoke,United States Of America
ROC,Rochester,United States Of America
ROD,Robertson,South Africa
ROG,Rogers,United States Of America
ROH,Robinhood,Australia
ROI,Roi Et,Thailand
ROK,Rockhampton,Australia
ROL,Roosevelt,United States Of America
ROM,Rome,Italy
RON,Paipa,Colombia
ROO,Rondonopolis,Brazil
ROP,Rota,Northern Mariana Islands
ROR,Koror,Palau
ROS,Rosario,Argentina
ROT,Rotorua,New Zealand
ROU,Ruse,Bulgaria
ROV,Rostov,Russian Federation
ROW,Roswell,United States Of America
ROX,Roseau,United States Of America
ROY,Rio Mayo,Argentina
ROZ,Rota,Spain
RPA,Rolpa,Nepal
RPB,Roper Bar,Australia
RPM,Ngukurr,Australia
RPN,Rosh Pina,Israel
RPR,Raipur,India
RPV,Roper Valley,Australia
RPX,Roundup,United States Of America
RQA,Ruoqiang,China
RQW,Qayyarah,Iraq
RRA,Ronda,Spain
RRE,Marree,Australia
RRG,Rodrigues Island,Mauritius
RRI,Barora,Solomon Islands
RRK,Rourkela,India
RRL,Merrill,United States Of America
RRM,Marromeu,Mozambique
RRN,Serra Norte,Brazil
RRO,Sorrento,Italy
RRR,Raroia,French Polynesia
RRS,Roros,Norway
RRT,Warroad,United States Of America
RRV,Robinson River,Australia
RSA,Santa Rosa,Argentina
RSB,Roseberth,Australia
RSD,Rock Sound,Bahamas
RSG,Serra Pelada,Brazil
RSH,Russian Mission,United States Of America
RSI,Red Sea Project,Saudi Arabia
RSJ,Rosario,United States Of America
RSK,Ransiki,Indonesia
RSL,Russell,United States Of America
RSN,Ruston,United States Of America
RSP,Raspberry Strait,United States Of America
RSS,Damazin,Sudan
RST,Rochester,United States Of America
RSU,Yeosu/Suncheon,Korea Republic Of
RSX,Rouses Point,United States Of America
RSY,Roissy,France
RTA,Rotuma Island,Fiji
RTB,Roatan,Honduras
RTC,Ratnagiri,India
RTD,Placida,United States Of America
RTE,Marguerite Bay,United States Of America
RTG,Ruteng,Indonesia
RTI,Roti,Indonesia
RTL,Spirit Lake,United States Of America
RTM,Rotterdam,Netherlands
RTN,Raton,United States Of America
RTP,Rutland Plains,Australia
RTS,Rottnest Island,Australia
RTW,Saratov,Russian Federation
RTY,Merty Merty,Australia
RUA,Arua,Uganda
RUD,Shahrud,Iran Islamic Republic Of
RUE,Butembo,Congo Democratic Republic Of
RUF,Yuruf,Indonesia
RUG,Rugao,China
RUH,Riyadh,Saudi Arabia
RUI,Ruidoso,United States Of America
RUK,Rukumkot,Nepal
RUL,Maavarulu,Maldives
RUM,Rumjatar,Nepal
RUN,St-Denis,Reunion
